1,1028,1
1,1040,1
1,1052,1
1,1064,1
1,1080,1
1,1100,1
1,1120,1
1,1136,1
1,1164,1
1,1200,1
1,1268,1
1,1296,1
1,1352,1
1,1384,1
1,1424,1
1,1464,5
1,1464,25
1,1572,8
1,1584,2
1,1584,25
1,1596,2
1,1596,25
1,1608,2
1,1608,25
1,1620,2
1,1620,25
1,1656,8
1,1704,8
1,1704,14
1,1728,8
1,1740,14
1,1796,1
1,1820,1
1,1852,1
1,1864,1
1,1884,1
1,1916,8
1,2000,8
1,2072,8
1,2096,1
1,2108,1
1,2136,1
1,2164,1
1,2188,1
1,2204,1
1,2224,1
1,2244,1
1,2264,1
1,2284,1
1,2304,1
1,2304,5
1,2360,1
1,2380,1
1,2486,1
1,2506,1
1,2546,1
1,2596,1
1,2644,1
1,2660,1
1,2676,1
1,2692,1
1,2704,1
1,2858,1
1,2870,1
1,2890,1
1,2902,1
1,2914,1
1,2926,1
1,2958,1
1,3068,1
1,3208,1
1,3256,1
1,3256,3
1,3256,5
1,3256,25
1,3256,27
1,3300,1
1,3376,1
1,3428,1
1,3480,1
1,3530,1
1,3586,1
1,3598,1
1,3610,1
1,3622,1
1,3954,4
1,3966,4
1,4002,4
1,4042,4
1,4082,4
1,4122,4
1,4168,4
1,4190,4
1,4226,4
1,4278,4
1,4322,4
1,4362,4
1,4414,4
1,4440,4
1,4478,4
1,4524,4
1,4550,4
1,4608,4
1,4650,4
1,4728,4
1,4754,4
1,4780,4
1,4850,4
1,4876,4
1,4902,4
1,4928,4
1,4954,4
1,4980,4
1,5098,4
1,5124,4
1,5150,4
1,5180,4
1,5210,4
1,5240,4
1,5366,4
1,5396,4
1,5426,4
1,5508,4
1,5558,4
1,5584,4
1,5610,4
1,5720,4
1,5738,4
1,5794,4
1,5866,4
1,5906,4
1,5954,4
1,5954,27
1,5970,27
1,5986,27
1,6014,27
1,6050,27
1,6078,27
1,6102,27
1,6130,27
1,6142,1
1,6154,6
1,6154,14
1,6270,6
1,6270,12
1,6270,14
1,6390,6
1,6514,6
1,6642,6
1,6770,6
1,6898,6
1,7026,6
1,7154,6
1,7282,15
1,7414,15
1,7546,15
1,7674,15
1,7810,15
1,7950,15
1,8892,7
1,9030,7
1,9196,7
1,9526,7
1,9538,7
1,9570,7
1,11250,25
1,12370,21
1,13216,11
1,13216,21
1,13912,11
1,13912,21
1,14384,11
1,14384,21
1,14806,11
1,14806,21
1,14960,11
1,14960,21
1,15044,11
1,15044,21
1,15352,11
1,15352,21
1,15942,8
1,16236,8
1,16236,21
1,16400,7
1,16400,10
1,16444,7
1,16454,7
1,16488,10
1,16500,10
1,16514,16
